normalised_url,classifications,source_zips,match_kind,in_current_sitemap,route_family,locale,http_status,validation_status,last_crawl_export,syncing_heuristic
https://goalcurrent.live/ar/premier-league/match/1557655,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557660,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557678,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557681,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557689,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-03,
https://goalcurrent.live/ar/premier-league/match/1557691,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557696,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557697,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557704,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557726,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557731,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557732,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-10,
https://goalcurrent.live/ar/premier-league/match/1557733,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557736,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557742,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/match/1557746,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,absent_from_current_sitemap,False,static,ar,,,2026-07-04,
https://goalcurrent.live/ar/premier-league/players,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/videos,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/videos/world-cup,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,2026-07-03,False
https://goalcurrent.live/ar/worldcup2026,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/groups/a,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/groups/e,Indexed (valid examples),goalcurrent.live-Coverage-Valid-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,2026-07-07,False
https://goalcurrent.live/ar/worldcup2026/groups/g,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/groups/i,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,static,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-003,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-004,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-005,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-012,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-013,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
https://goalcurrent.live/ar/worldcup2026/match/fixture-015,Discovered – currently not indexed|Indexed (valid examples),goalcurrent.live-Coverage-Drilldown-2026-07-22.zip|goalcurrent.live-Coverage-Validation-2026-07-22.zip,exact_normalised_in_sitemap,True,wc_match,ar,200,,1970-01-01,False
